CustomerID,Age,Gender,MaritalStatus,Occupation,GeographicLocation,LoginFrequency,ContentType,AvgWatchTime,SubscriptionStartDate,PaymentMethod,PaymentFrequency,LatePaymentCount,ServiceRating,SupportRequests,SupportSatisfaction,SurveyFeedback,Churned
1080,24,Male,Single,Student,Nha Trang,6,Courses,15.8,2023-01-05,Credit Card,Monthly,0,4,1,3,Positive,No
1081,21,Male,Single,Student,Nha Trang,4,Webinars,13.5,2021-10-14,Bank Transfer,Monthly,0,5,0,4,Positive,No
1082,39,Female,Widowed,Self-Employed,Hải Phòng,1,Tutorials,3.7,2022-05-05,Credit Card,Monthly,1,4,0,4,Positive,Yes
1083,25,Female,Married,Student,Hà Nội,2,Courses,1.0,2023-01-01,Credit Card,Quarterly,2,1,2,1,Negative,Yes
1084,29,Female,Married,Professional,Hà Nội,3,Courses,13.4,2022-01-20,Debit Card,Monthly,0,5,2,4,Positive,No
1085,30,Female,Divorced,Professional,Nha Trang,2,Exams,1.9,2022-09-28,Bank Transfer,Yearly,0,4,2,5,Positive,No
1086,22,Female,Single,Professional,Hà Nội,1,Courses,2.3,2022-06-11,Bank Transfer,Monthly,1,5,1,3,Positive,No
1087,20,Female,Single,Student,Hà Nội,4,Courses,7.4,2021-09-20,Bank Transfer,Quarterly,0,1,0,1,Negative,No
1088,27,Female,Married,Professional,Cần Thơ,2,Courses,4.6,2023-08-28,Bank Transfer,Monthly,1,4,2,3,Positive,No
1089,34,Female,Divorced,Self-Employed,Hải Phòng,6,Courses,20.8,2022-07-08,Bank Transfer,Monthly,0,1,5,1,Negative,No
1090,35,Female,Married,Professional,Đà Nẵng,6,Tutorials,19.4,2022-12-09,Bank Transfer,Monthly,1,5,0,2,Positive,No
1091,35,Female,Single,Professional,TP.HCM,5,Courses,9.4,2022-05-30,Bank Transfer,Monthly,2,5,0,5,Positive,No
1092,27,Male,Widowed,Professional,Nha Trang,6,Tutorials,24.6,2022-09-08,Bank Transfer,Quarterly,0,5,1,5,Positive,No
1093,24,Female,Single,Professional,TP.HCM,3,Webinars,6.5,2022-07-29,Cash,Monthly,0,1,2,1,Negative,Yes
1094,28,Female,Married,Self-Employed,TP.HCM,2,Exams,4.8,2023-04-17,Cash,Monthly,1,3,2,4,Positive,No
1095,20,Female,Single,Student,TP.HCM,3,Webinars,6.1,2021-11-18,Credit Card,Monthly,3,4,1,5,Positive,No
1096,54,Female,Married,Self-Employed,Hà Nội,3,Webinars,13.6,2022-06-13,Credit Card,Quarterly,1,1,0,5,Positive,No
1097,18,Female,Single,Student,Đà Nẵng,5,Tutorials,6.8,2022-05-26,Credit Card,Monthly,1,3,1,2,Neutral,No
1098,24,Male,Single,Student,Hà Nội,4,Webinars,13.8,2022-01-28,Bank Transfer,Monthly,0,1,2,1,Negative,Yes
1099,37,Female,Married,Professional,Hà Nội,2,Courses,3.2,2022-02-20,Bank Transfer,Monthly,1,5,0,5,Positive,Yes
1100,30,Male,Married,Professional,Nha Trang,2,Webinars,1.1,2022-04-15,Bank Transfer,Quarterly,0,2,2,2,Neutral,Yes
1101,26,Female,Married,Student,Hà Nội,1,Webinars,3.1,2023-02-23,Bank Transfer,Monthly,1,5,1,5,Positive,Yes
1102,19,Male,Single,Other,Vũng Tàu,3,Courses,6.3,2023-04-28,Bank Transfer,Monthly,0,1,4,2,Neutral,No
1103,27,Male,Married,Professional,Cần Thơ,4,Exams,10.5,2022-11-19,PayPal,Monthly,0,3,0,3,Neutral,No
1104,31,Female,Married,Professional,Hà Nội,6,Tutorials,22.0,2023-03-15,Bank Transfer,Monthly,1,4,4,5,Positive,No
1105,43,Male,Married,Professional,Hà Nội,0,Tutorials,2.6,2022-04-12,Bank Transfer,Monthly,1,5,2,5,Positive,No
1106,30,Male,Married,Professional,TP.HCM,2,Exams,1.3,2023-09-02,Debit Card,Quarterly,0,4,3,4,Positive,No
1107,28,Female,Divorced,Professional,Nha Trang,5,Webinars,5.5,2023-03-28,Bank Transfer,Quarterly,0,5,1,5,Positive,No
1108,26,Male,Single,Professional,Cần Thơ,4,Webinars,8.8,2023-05-03,Bank Transfer,Yearly,0,1,4,2,Neutral,No
1109,22,Female,Single,Student,TP.HCM,4,Exams,9.4,2022-04-15,Bank Transfer,Monthly,0,1,0,1,Neutral,Yes
1110,25,Female,Single,Student,Nha Trang,3,Courses,7.4,2023-05-17,PayPal,Yearly,1,3,4,1,Neutral,No
1111,23,Male,Single,Student,TP.HCM,4,Tutorials,12.5,2023-04-01,Debit Card,Quarterly,0,4,1,5,Positive,No
1112,31,Female,Single,Professional,Hải Phòng,2,Webinars,1.1,2022-04-08,Bank Transfer,Monthly,0,4,0,4,Positive,No
1113,25,Female,Single,Student,TP.HCM,3,Courses,6.6,2023-05-24,Bank Transfer,Monthly,0,4,1,5,Positive,No
1114,27,Female,Single,Professional,TP.HCM,3,Courses,6.2,2023-03-14,Debit Card,Monthly,0,5,4,3,Positive,No
1115,29,Male,Married,Professional,Hải Phòng,5,Webinars,6.8,2022-09-16,Bank Transfer,Monthly,0,4,0,5,Positive,No
1116,18,Male,Single,Professional,Hà Nội,2,Courses,4.9,2021-10-16,Bank Transfer,Yearly,2,3,0,2,Neutral,No
1117,32,Female,Married,Other,TP.HCM,5,Courses,5.9,2021-11-09,PayPal,Yearly,0,3,2,5,Positive,No
1118,30,Female,Married,Professional,Hải Phòng,6,Courses,19.1,2022-09-05,Credit Card,Monthly,0,2,5,1,Neutral,Yes
1119,29,Male,Married,Professional,TP.HCM,4,Webinars,9.5,2023-01-31,PayPal,Monthly,0,5,0,5,Positive,No
1120,33,Female,Married,Professional,Hà Nội,3,Exams,10.7,2022-12-24,Bank Transfer,Monthly,0,4,2,1,Neutral,Yes
1121,31,Female,Married,Professional,Vũng Tàu,3,Webinars,13.2,2021-12-02,Bank Transfer,Monthly,1,2,4,2,Neutral,No
1122,26,Male,Married,Professional,Vũng Tàu,0,Exams,1.9,2021-10-29,Debit Card,Yearly,0,5,1,3,Positive,Yes
1123,19,Female,Single,Student,TP.HCM,2,Webinars,3.6,2022-05-13,Debit Card,Monthly,2,3,0,4,Positive,No
1124,19,Male,Single,Student,TP.HCM,4,Courses,10.9,2022-01-29,PayPal,Monthly,0,4,3,2,Neutral,No
1125,20,Male,Single,Student,Hà Nội,6,Courses,20.6,2023-08-09,Bank Transfer,Monthly,2,4,3,5,Positive,No
1126,19,Male,Single,Professional,TP.HCM,1,Courses,2.0,2022-11-02,Bank Transfer,Yearly,1,4,1,4,Neutral,No
1127,34,Female,Married,Self-Employed,TP.HCM,2,Courses,4.1,2022-11-12,Bank Transfer,Monthly,1,4,2,2,Positive,No
1128,32,Female,Single,Self-Employed,Đà Nẵng,5,Exams,10.9,2021-11-22,PayPal,Monthly,1,4,2,5,Positive,Yes
1129,20,Male,Single,Student,Hà Nội,4,Courses,11.5,2022-11-07,PayPal,Monthly,0,1,2,2,Neutral,No
1130,26,Male,Married,Professional,Đà Nẵng,1,Courses,4.1,2022-10-24,PayPal,Yearly,0,5,1,1,Positive,Yes
1131,31,Female,Single,Professional,TP.HCM,1,Courses,4.2,2021-09-23,Bank Transfer,Quarterly,0,4,1,4,Positive,No
1132,20,Female,Single,Student,Vũng Tàu,2,Courses,2.3,2022-08-22,Bank Transfer,Monthly,0,1,0,4,Positive,Yes
1133,20,Female,Single,Student,Hà Nội,3,Tutorials,14.4,2022-06-11,PayPal,Quarterly,0,2,0,3,Neutral,Yes
1134,29,Male,Single,Professional,TP.HCM,1,Courses,4.5,2021-11-07,Bank Transfer,Yearly,0,1,2,1,Negative,No
1135,28,Male,Married,Professional,Nha Trang,3,Tutorials,5.3,2023-09-01,PayPal,Monthly,2,5,2,5,Positive,No
1136,30,Male,Single,Professional,Hà Nội,1,Courses,4.9,2021-10-09,Bank Transfer,Monthly,0,4,3,1,Neutral,Yes
1137,42,Female,Married,Self-Employed,Hà Nội,0,Webinars,4.2,2023-02-12,Cash,Monthly,2,1,3,1,Negative,Yes
1138,23,Female,Single,Student,TP.HCM,2,Courses,4.2,2022-01-11,Credit Card,Monthly,1,5,1,3,Positive,Yes
1139,43,Female,Married,Professional,Hà Nội,4,Courses,7.3,2022-07-19,Bank Transfer,Yearly,0,5,1,5,Positive,No
1140,31,Female,Married,Professional,Nha Trang,4,Webinars,5.2,2021-11-26,Credit Card,Quarterly,0,5,1,3,Positive,No
1141,18,Female,Single,Professional,TP.HCM,6,Tutorials,19.2,2023-08-29,Credit Card,Monthly,1,5,3,5,Positive,Yes
1142,44,Male,Married,Professional,TP.HCM,1,Webinars,2.0,2022-04-04,PayPal,Monthly,0,4,0,4,Positive,No
1143,21,Female,Single,Student,Hà Nội,1,Tutorials,3.5,2022-06-29,Bank Transfer,Quarterly,1,5,0,3,Neutral,Yes
1144,22,Female,Single,Student,Đà Nẵng,0,Courses,1.4,2023-05-07,Bank Transfer,Monthly,0,5,1,5,Positive,No
1145,30,Female,Single,Professional,TP.HCM,7,Exams,18.1,2023-06-21,Bank Transfer,Monthly,0,5,2,5,Positive,No
1146,18,Female,Single,Student,TP.HCM,5,Courses,14.5,2021-12-11,Bank Transfer,Monthly,2,3,0,5,Positive,No
1147,29,Male,Married,Professional,Hà Nội,2,Webinars,1.0,2021-11-13,Bank Transfer,Monthly,1,5,1,5,Positive,No
1148,25,Female,Married,Student,Hải Phòng,2,Courses,3.3,2023-04-18,Debit Card,Quarterly,1,1,5,1,Negative,Yes
1149,39,Male,Married,Self-Employed,Vũng Tàu,3,Webinars,6.4,2022-04-21,Bank Transfer,Monthly,1,5,1,3,Positive,Yes
1150,22,Female,Single,Professional,TP.HCM,4,Courses,10.0,2022-07-15,Cash,Monthly,0,5,0,4,Positive,No
1151,19,Male,Single,Student,Hà Nội,5,Tutorials,7.7,2023-05-21,Bank Transfer,Monthly,0,3,4,1,Neutral,No
1152,27,Female,Married,Professional,Cần Thơ,0,Exams,2.6,2022-03-02,Credit Card,Monthly,2,1,4,2,Negative,Yes
1153,18,Male,Single,Self-Employed,Hải Phòng,4,Courses,14.2,2023-09-16,Debit Card,Monthly,2,5,3,4,Positive,No
1154,23,Male,Single,Self-Employed,Hà Nội,3,Exams,8.3,2022-07-02,Debit Card,Monthly,2,3,0,3,Neutral,No
1155,30,Female,Married,Self-Employed,TP.HCM,4,Courses,10.7,2022-05-17,Credit Card,Monthly,2,1,3,2,Negative,Yes
1156,26,Male,Single,Professional,Nha Trang,5,Courses,9.2,2023-04-22,Bank Transfer,Monthly,1,4,3,3,Positive,No
1157,35,Male,Divorced,Self-Employed,Hà Nội,6,Webinars,21.1,2021-09-25,Bank Transfer,Monthly,2,5,1,2,Positive,No
1158,25,Female,Single,Student,Hà Nội,4,Webinars,14.5,2022-07-21,Credit Card,Quarterly,1,4,2,4,Neutral,No
1159,24,Male,Single,Student,TP.HCM,4,Courses,8.8,2022-03-22,Credit Card,Monthly,0,3,3,3,Neutral,Yes
1160,20,Female,Single,Student,Đà Nẵng,3,Tutorials,7.4,2021-09-21,Bank Transfer,Yearly,0,5,1,5,Positive,No
1161,27,Female,Married,Professional,Cần Thơ,4,Webinars,7.1,2022-02-11,PayPal,Quarterly,0,5,0,4,Positive,No
1162,22,Male,Single,Student,TP.HCM,1,Exams,2.1,2021-09-27,Debit Card,Monthly,1,4,0,2,Positive,No
1163,22,Female,Married,Student,TP.HCM,6,Courses,17.5,2021-11-26,Bank Transfer,Monthly,0,4,0,4,Positive,No
1164,19,Male,Single,Student,TP.HCM,3,Courses,14.4,2023-03-06,Credit Card,Monthly,0,3,5,1,Neutral,No
1165,18,Male,Single,Self-Employed,Hải Phòng,1,Exams,2.5,2023-01-28,PayPal,Quarterly,1,5,1,5,Positive,Yes
1166,23,Female,Single,Professional,Hà Nội,4,Courses,10.6,2021-10-18,Bank Transfer,Monthly,0,4,1,5,Positive,No
1167,28,Other,Married,Professional,Hà Nội,5,Courses,12.4,2021-10-28,Debit Card,Monthly,0,1,2,1,Negative,Yes
1168,45,Female,Married,Self-Employed,Đà Nẵng,6,Webinars,24.1,2022-02-27,PayPal,Monthly,0,3,5,1,Neutral,No
1169,34,Male,Single,Professional,Hà Nội,6,Exams,16.0,2022-02-12,Debit Card,Monthly,0,2,2,1,Negative,No
1170,30,Female,Single,Professional,Hà Nội,5,Courses,13.5,2022-03-30,Bank Transfer,Monthly,0,1,3,1,Negative,No
1171,28,Male,Single,Professional,Hà Nội,6,Courses,19.4,2022-03-21,Cash,Monthly,2,5,1,4,Positive,No
1172,18,Male,Married,Student,Hà Nội,6,Courses,22.5,2022-12-08,Debit Card,Monthly,0,1,1,1,Neutral,Yes
1173,31,Male,Married,Professional,Vũng Tàu,6,Webinars,16.1,2023-09-03,PayPal,Quarterly,0,2,3,2,Negative,No
1174,19,Male,Single,Other,Hà Nội,3,Courses,7.8,2023-02-21,PayPal,Monthly,0,4,0,4,Neutral,No
1175,28,Female,Married,Professional,Cần Thơ,4,Webinars,7.4,2023-05-14,Bank Transfer,Yearly,1,5,4,3,Positive,No
1176,23,Female,Single,Other,Đà Nẵng,4,Webinars,10.6,2022-06-30,PayPal,Quarterly,2,1,2,1,Negative,No
1177,35,Male,Single,Professional,Cần Thơ,4,Courses,8.9,2022-04-25,Credit Card,Monthly,1,2,1,1,Neutral,Yes
1178,27,Female,Married,Professional,Hải Phòng,6,Courses,15.2,2023-05-23,Credit Card,Yearly,1,1,5,2,Negative,Yes
1179,30,Female,Married,Professional,Đà Nẵng,1,Courses,4.4,2022-08-16,Credit Card,Quarterly,2,1,4,1,Negative,Yes
1180,23,Female,Single,Student,Nha Trang,6,Webinars,17.0,2023-07-17,Credit Card,Monthly,2,5,3,3,Positive,No
1181,21,Female,Single,Student,Hà Nội,4,Exams,5.4,2023-03-12,PayPal,Quarterly,0,5,1,5,Positive,No
1182,18,Female,Single,Student,TP.HCM,3,Courses,7.6,2022-12-30,Credit Card,Monthly,0,5,1,5,Positive,No
1183,18,Female,Single,Other,Hà Nội,2,Exams,1.3,2022-04-01,Bank Transfer,Monthly,1,5,1,4,Positive,No
1184,24,Male,Single,Professional,TP.HCM,7,Webinars,19.8,2023-03-21,PayPal,Monthly,3,1,5,1,Neutral,No
1185,59,Female,Single,Self-Employed,Hải Phòng,5,Courses,7.5,2022-10-20,Cash,Monthly,0,4,0,4,Positive,No
1186,18,Male,Single,Self-Employed,TP.HCM,2,Webinars,4.5,2022-03-19,Credit Card,Monthly,0,4,0,3,Positive,No
1187,27,Female,Single,Professional,TP.HCM,5,Webinars,7.0,2022-12-05,Bank Transfer,Monthly,1,3,1,3,Positive,No
1188,22,Male,Single,Student,Hà Nội,2,Exams,1.7,2022-04-07,Bank Transfer,Monthly,0,1,0,1,Negative,No
1189,33,Female,Married,Professional,Hải Phòng,5,Courses,8.9,2023-02-17,PayPal,Monthly,0,4,2,4,Positive,No
1190,27,Female,Single,Professional,TP.HCM,4,Tutorials,10.6,2022-04-22,Credit Card,Monthly,1,4,2,5,Positive,No
1191,19,Female,Single,Student,Hà Nội,4,Courses,5.9,2023-03-27,Bank Transfer,Monthly,0,4,1,5,Positive,No
1192,30,Female,Married,Self-Employed,Hà Nội,3,Webinars,11.5,2022-06-07,Credit Card,Monthly,0,4,1,5,Positive,No
1193,28,Male,Single,Professional,Nha Trang,6,Courses,19.3,2022-12-18,Bank Transfer,Monthly,0,3,0,3,Neutral,No
1194,35,Female,Married,Professional,Vũng Tàu,3,Webinars,9.5,2022-04-25,Credit Card,Quarterly,0,1,3,2,Negative,No
1195,19,Female,Single,Student,TP.HCM,5,Exams,6.7,2022-08-04,Bank Transfer,Monthly,2,5,0,5,Positive,No
1196,19,Female,Single,Student,TP.HCM,5,Webinars,6.7,2023-06-02,PayPal,Monthly,0,1,3,2,Neutral,No
1197,30,Male,Married,Professional,Vũng Tàu,5,Courses,7.3,2023-03-17,PayPal,Monthly,1,5,1,5,Positive,No
1198,29,Male,Widowed,Professional,TP.HCM,6,Tutorials,17.1,2023-03-27,PayPal,Monthly,2,5,3,5,Positive,No
1199,22,Female,Single,Student,Hà Nội,1,Webinars,3.1,2022-01-27,Credit Card,Monthly,0,1,2,1,Negative,Yes
1200,25,Female,Married,Student,TP.HCM,4,Webinars,9.6,2023-03-01,Bank Transfer,Monthly,1,5,0,3,Positive,No
1201,25,Male,Married,Student,Hải Phòng,3,Exams,11.8,2023-09-13,Credit Card,Monthly,0,3,4,1,Neutral,No
1202,25,Female,Single,Student,TP.HCM,5,Webinars,11.0,2022-04-15,Bank Transfer,Monthly,1,1,3,1,Neutral,No
1203,19,Female,Single,Professional,Đà Nẵng,3,Courses,9.0,2022-07-01,Credit Card,Quarterly,1,3,3,4,Neutral,No
1204,20,Female,Single,Professional,TP.HCM,3,Courses,14.1,2023-05-31,Credit Card,Monthly,0,1,5,1,Negative,Yes
1205,21,Male,Single,Student,Hải Phòng,2,Webinars,4.6,2022-11-13,Credit Card,Monthly,0,4,0,5,Positive,Yes
